"Date","Price","Open","High","Low","Vol.","Change %"
"07/01/2010","18.41","16.97","18.53","16.59","268.35M","9.00%"
"06/01/2010","16.89","17.86","18.98","16.82","306.15M","-6.63%"
"05/01/2010","18.09","19.00","19.64","16.75","370.56M","-4.69%"
"04/01/2010","18.98","18.49","19.63","18.27","199.11M","3.26%"
"03/01/2010","18.38","16.98","18.84","16.82","245.34M","8.76%"
"02/01/2010","16.90","15.99","16.96","15.22","196.41M","6.02%"
"01/01/2010","15.94","16.52","16.52","15.74","183.85M","-3.51%"
"12/01/2009","16.52","16.32","16.66","15.44","214.44M","1.85%"
"11/01/2009","16.22","15.59","16.59","15.45","175.69M","4.38%"
"10/01/2009","15.54","16.00","16.59","15.27","302.18M","-3.96%"
"09/01/2009","16.18","13.73","16.24","13.30","426.03M","16.82%"
"08/01/2009","13.85","14.24","14.57","13.70","269.59M","-2.19%"
"07/01/2009","14.16","13.04","14.44","12.65","297.75M","9.34%"
"06/01/2009","12.95","14.46","14.99","12.54","379.71M","-9.19%"
"05/01/2009","14.26","13.22","14.29","12.19","309.51M","8.69%"
"04/01/2009","13.12","11.54","14.07","11.41","287.05M","11.95%"
"03/01/2009","11.72","10.21","12.07","9.56","412.90M","12.91%"
"02/01/2009","10.38","11.14","12.28","10.02","289.73M","-8.22%"
"01/01/2009","11.31","12.74","13.50","10.88","280.09M","-11.29%"
"12/01/2008","12.75","13.07","14.33","11.77","364.41M","-4.21%"
"11/01/2008","13.31","14.34","14.62","10.67","379.52M","-7.63%"
"10/01/2008","14.41","16.55","16.75","11.62","580.02M","-13.87%"
"09/01/2008","16.73","15.39","17.00","14.62","429.14M","10.43%"
"08/01/2008","15.15","14.61","16.20","14.44","239.30M","3.27%"
"07/01/2008","14.67","14.90","15.11","13.66","398.80M","-1.54%"
"06/01/2008","14.90","17.07","17.57","14.41","380.95M","-12.81%"
"05/01/2008","17.09","16.70","17.22","16.02","262.83M","2.34%"
"04/01/2008","16.70","17.15","17.50","16.30","292.85M","-1.76%"
"03/01/2008","17.00","15.06","17.65","14.18","388.73M","12.96%"
"02/01/2008","15.05","15.41","15.75","14.88","240.38M","-1.83%"
"01/01/2008","15.33","16.08","16.18","12.88","419.70M","-4.55%"
"12/01/2007","16.06","16.24","16.98","15.56","233.63M","-2.13%"
"11/01/2007","16.41","16.48","16.55","15.23","233.03M","-0.97%"
"10/01/2007","16.57","14.70","16.64","14.65","353.23M","13.03%"
"09/01/2007","14.66","14.01","15.25","13.54","291.10M","4.05%"
"08/01/2007","14.09","14.30","14.66","13.00","346.50M","-0.14%"
"07/01/2007","14.11","14.68","15.09","13.86","319.98M","-3.16%"
"06/01/2007","14.57","14.19","14.81","12.97","389.09M","2.68%"
"05/01/2007","14.19","13.46","14.28","13.09","259.56M","5.42%"
"04/01/2007","13.46","13.35","13.78","13.20","203.47M","1.36%"
"03/01/2007","13.28","12.89","13.76","12.77","329.33M","1.68%"
"02/01/2007","13.06","12.33","13.61","12.30","283.61M","5.75%"
"01/01/2007","12.35","12.25","12.54","11.87","273.17M","-0.24%"
"12/01/2006","12.38","12.34","12.65","11.85","258.77M","0.08%"
"11/01/2006","12.37","11.51","12.41","11.32","213.67M","7.75%"
"10/01/2006","11.48","10.87","11.76","10.86","259.67M","4.84%"
"09/01/2006","10.95","10.10","11.11","9.98","450.96M","8.42%"
"08/01/2006","10.10","9.88","10.12","9.44","421.11M","2.23%"
"07/01/2006","9.88","10.13","10.22","9.75","315.20M","-2.37%"
"06/01/2006","10.12","10.05","10.62","9.86","326.28M","0.80%"
"05/01/2006","10.04","10.25","10.39","9.67","267.00M","-1.86%"
"04/01/2006","10.23","10.64","10.73","10.04","206.47M","-3.85%"
"03/01/2006","10.64","10.83","11.01","10.50","318.51M","-1.94%"
"02/01/2006","10.85","10.16","10.98","10.15","252.38M","7.21%"
"01/01/2006","10.12","10.85","11.02","10.07","347.51M","-6.73%"
"12/01/2005","10.85","10.72","11.44","10.47","354.72M","1.78%"
"11/01/2005","10.66","10.50","11.07","10.43","213.47M","1.43%"
"10/01/2005","10.51","10.26","10.54","9.99","261.71M","2.94%"
"09/01/2005","10.21","9.86","10.66","9.57","495.81M","3.55%"
"08/01/2005","9.86","10.48","11.12","9.67","356.30M","-5.83%"
"07/01/2005","10.47","10.77","11.06","10.43","238.44M","-3.23%"
