"Date","Price","Open","High","Low","Vol.","Change %"
"09/01/2005","70.85","69.65","72.66","68.80","70.94M","3.61%"
"08/01/2005","68.38","66.78","71.25","65.85","76.79M","3.79%"
"07/01/2005","65.88","63.00","67.34","62.84","72.10M","5.61%"
"06/01/2005","62.38","60.50","64.94","60.48","56.60M","3.62%"
"05/01/2005","60.20","60.90","62.50","57.95","59.95M","-1.15%"
"04/01/2005","60.90","63.00","64.49","58.75","79.11M","-2.40%"
"03/01/2005","62.40","64.76","66.65","61.00","80.00M","-3.88%"
"02/01/2005","64.92","60.10","66.05","59.95","75.46M","8.89%"
"01/01/2005","59.62","58.05","60.39","56.60","56.44M","2.09%"
"12/01/2004","58.40","61.70","61.92","57.93","52.90M","-4.81%"
"11/01/2004","61.35","59.01","62.10","57.98","61.92M","5.32%"
"10/01/2004","58.25","57.90","59.87","57.31","64.20M","1.25%"
"09/01/2004","57.53","53.96","59.04","53.49","65.71M","7.13%"
"08/01/2004","53.70","56.18","57.21","51.95","68.97M","-4.72%"
"07/01/2004","56.36","53.46","56.74","52.92","64.80M","5.21%"
"06/01/2004","53.57","53.46","54.97","51.93","70.17M","1.08%"
"05/01/2004","53.00","52.90","54.99","51.20","69.75M","0.19%"
"04/01/2004","52.90","51.22","54.72","50.75","70.78M","3.32%"
"03/01/2004","51.20","49.68","51.48","47.79","79.50M","4.07%"
"02/01/2004","49.20","47.35","49.41","46.65","63.01M","3.36%"
"01/01/2004","47.60","49.53","50.40","47.21","78.52M","-3.55%"
"12/01/2003","49.35","42.88","49.59","42.78","71.73M","15.60%"
"11/01/2003","42.69","42.86","43.16","42.00","46.32M","0.73%"
"10/01/2003","42.38","42.35","44.73","41.65","71.15M","0.67%"
"09/01/2003","42.10","41.74","43.42","41.38","72.68M","0.91%"
"08/01/2003","41.72","41.07","43.54","40.86","57.37M","0.41%"
"07/01/2003","41.55","42.02","42.05","39.25","92.85M","-1.12%"
"06/01/2003","42.02","42.05","45.34","41.77","56.83M","0.31%"
"05/01/2003","41.89","38.95","42.34","38.49","69.10M","8.69%"
"04/01/2003","38.54","39.36","40.10","37.75","68.08M","-0.13%"
"03/01/2003","38.59","38.90","40.89","36.34","78.72M","1.26%"
"02/01/2003","38.11","39.01","40.09","37.32","65.84M","-2.31%"
"01/01/2003","39.01","40.85","41.94","34.67","78.28M","-4.03%"
"12/01/2002","40.65","38.70","41.30","38.35","51.45M","3.67%"
"11/01/2002","39.21","38.53","40.00","37.00","59.50M","1.98%"
"10/01/2002","38.45","40.82","43.15","36.25","79.42M","-3.63%"
"09/01/2002","39.90","45.07","45.40","38.70","57.84M","-14.74%"
"08/01/2002","46.80","45.35","49.86","43.30","51.73M","0.86%"
"07/01/2002","46.40","50.73","51.46","38.20","74.40M","-8.10%"
"06/01/2002","50.49","50.95","50.96","46.26","41.34M","-1.14%"
"05/01/2002","51.07","50.65","52.68","50.14","36.90M","0.53%"
"04/01/2002","50.80","53.13","53.98","48.81","47.06M","-4.33%"
"03/01/2002","53.10","49.40","53.52","49.36","43.58M","7.16%"
"02/01/2002","49.55","46.95","50.51","45.58","45.44M","6.06%"
"01/01/2002","46.72","46.30","46.80","43.75","47.00M","0.45%"
"12/01/2001","46.51","43.65","47.07","43.40","47.45M","5.30%"
"11/01/2001","44.17","48.60","49.65","42.20","57.96M","-8.63%"
"10/01/2001","48.34","47.50","51.95","46.45","48.05M","-1.69%"
"09/01/2001","49.17","50.55","51.41","43.01","47.48M","-3.36%"
"08/01/2001","50.88","50.15","53.05","48.41","51.23M","2.95%"
