"Date","Price","Open","High","Low","Vol.","Change %"
"12/01/1996","32.50","33.38","34.00","30.12","50.70M","-2.99%"
"11/01/1996","33.50","32.94","34.19","31.94","42.41M","1.89%"
"10/01/1996","32.88","31.31","34.19","31.12","45.12M","5.01%"
"09/01/1996","31.31","29.88","31.69","29.44","45.40M","6.35%"
"08/01/1996","29.44","28.88","30.19","28.62","34.72M","1.73%"
"07/01/1996","28.94","29.56","30.56","27.94","43.71M","-1.90%"
"06/01/1996","29.50","29.69","30.56","29.19","44.86M","-1.27%"
"05/01/1996","29.88","28.88","31.06","27.25","47.59M","3.03%"
"04/01/1996","29.00","28.12","29.50","27.50","44.03M","3.35%"
"03/01/1996","28.06","27.94","29.00","26.38","51.92M","0.90%"
"02/01/1996","27.81","25.94","29.44","25.75","56.60M","7.21%"
"01/01/1996","25.94","26.31","28.25","25.50","55.58M","-0.95%"
"12/01/1995","26.19","24.69","26.81","24.38","44.78M","6.08%"
"11/01/1995","24.69","23.50","25.50","23.44","40.35M","5.60%"
"10/01/1995","23.38","24.31","25.44","23.06","43.78M","-4.10%"
"09/01/1995","24.38","24.25","25.19","24.12","39.11M","0.79%"
"08/01/1995","24.19","24.69","25.06","23.31","36.71M","-2.03%"
"07/01/1995","24.69","23.31","24.81","23.31","36.97M","6.47%"
"06/01/1995","23.19","24.56","24.88","23.00","35.90M","-5.58%"
"05/01/1995","24.56","24.00","24.94","23.38","41.52M","3.67%"
"04/01/1995","23.69","23.88","24.12","22.12","38.58M","-1.29%"
"03/01/1995","24.00","23.62","24.25","23.19","48.40M","0.80%"
"02/01/1995","23.81","22.44","23.88","22.06","31.39M","6.72%"
"01/01/1995","22.31","22.44","23.69","21.69","39.94M","0.00%"
"12/01/1994","22.31","21.81","22.88","21.12","33.75M","2.29%"
"11/01/1994","21.81","22.38","22.44","20.75","36.57M","-3.07%"
"10/01/1994","22.50","20.94","23.25","20.50","44.49M","8.12%"
"09/01/1994","20.81","21.12","21.88","19.94","43.71M","-1.79%"
"08/01/1994","21.19","22.31","22.31","20.62","39.43M","-4.51%"
"07/01/1994","22.19","21.12","22.69","20.88","41.42M","5.97%"
"06/01/1994","20.94","21.78","22.78","20.62","46.03M","-3.72%"
"05/01/1994","21.75","22.25","22.44","21.19","59.31M","-2.25%"
"04/01/1994","22.25","20.91","23.22","20.69","52.01M","5.95%"
"03/01/1994","21.00","21.69","23.19","20.59","58.22M","-3.05%"
"02/01/1994","21.66","23.22","23.66","21.41","44.49M","-7.20%"
"01/01/1994","23.34","21.84","23.44","21.78","50.91M","7.16%"
"12/01/1993","21.78","21.84","22.25","20.88","49.77M","0.28%"
"11/01/1993","21.72","24.25","24.25","21.06","96.73M","-10.43%"
"10/01/1993","24.25","24.44","24.69","23.44","39.92M","-0.78%"
"09/01/1993","24.44","23.22","24.47","21.62","45.47M","4.98%"
"08/01/1993","23.28","22.00","23.34","21.06","38.45M","5.39%"
"07/01/1993","22.09","21.94","22.47","20.31","39.45M","0.68%"
"06/01/1993","21.94","22.03","22.72","21.19","43.64M","-0.41%"
"05/01/1993","22.03","21.53","22.16","20.91","43.22M","2.32%"
